date,portfolio,benchmark,portfolio_marketvalue_ror,benchmark_marketvalue_ror,portfolio_weighted_return,benchmark_weighted_return,portfolio_weighted_return_cumsum,benchmark_weighted_return_cumsum,portfolio_std,benchmark_std,portfolio_return_stdAdj,benchmark_return_stdAdj,portfolio_return_stdAdj_cumsum,benchmark_return_stdAdj_cumsum,portfolio_beta,portfolio_return_betaAdj,portfolio_return_betaAdj_cumsum
2020-10-01,3077.159988098145,3380.800048828125,0.01709167438102166,0.005292907769290922,0.016942936175909765,0.005292907769290922,0.016942936175909765,0.005292907769290922,,,,,,,,,
2020-10-02,3071.5400253677367,3348.419921875,-0.0018263472657076285,-0.009577652178616392,-0.0018945920111261396,-0.009577652178616392,0.015048344164783626,-0.004284744409325469,,,,,,,,,
2020-10-05,3118.9300167846677,3408.60009765625,0.01542873966334124,0.01797270867614209,0.01554594471260858,0.01797270867614209,0.030594288877392205,0.013687964266816621,,,,,,,,,
2020-10-06,3063.760000076294,3360.969970703125,-0.017688763906683946,-0.013973515692226712,-0.0035512095684319465,-0.013973515692226712,0.027043079308960258,-0.00028555142541009104,,,,,,,,,
2020-10-07,3181.5400051879883,3419.43994140625,0.03844296064599084,0.01739675486921799,0.024692039730736633,0.01739675486921799,0.051735119039696895,0.0171112034438079,,,,,,,,,
2020-10-08,3201.2100027084352,3446.830078125,0.006182539741248494,0.008010123642494982,0.00741088480309084,0.008010123642494982,0.05914600384278773,0.02512132708630288,,,,,,,,,
2020-10-09,3198.4900062179568,3477.139892578125,-0.0008496776182059795,0.00879353312061526,-0.0011495642233296112,0.00879353312061526,0.05799643961945812,0.03391486020691814,,,,,,,,,
2020-10-12,3324.8499995040893,3534.219970703125,0.039506139784862615,0.01641581296364758,0.0048331220817847504,0.01641581296364758,0.06282956170124288,0.05033067317056572,,,,,,,,,
2020-10-13,3336.4200032424924,3511.929931640625,0.0034798573590173465,-0.006306918994084421,0.003663514057886362,-0.006306918994084421,0.06649307575912924,0.0440237541764813,,,,,,,,,
2020-10-14,3427.630029449463,3488.669921875,0.02733769313165868,-0.006623141753502759,-0.008541671549877547,-0.006623141753502759,0.0579514042092517,0.03740061242297854,,,,,,,,,
2020-10-15,3414.920033111572,3483.340087890625,-0.003708100415940274,-0.0015277553060997207,-0.0037879606520017347,-0.0015277553060997207,0.05416344355724996,0.03587285711687882,,,,,,,,,
2020-10-16,3438.2100212860105,3483.81005859375,0.006820068390654965,0.00013491955745537076,0.006721121787640528,0.00013491955745537076,0.060884565344890486,0.03600777667433419,,,,,,,,,
2020-10-19,3448.4050147628786,3426.919921875,0.0029652038164482697,-0.016329861778318078,0.0028255962889765225,-0.016329861778318078,0.063710161633867,0.019677914896016113,,,,,,,,,
2020-10-20,3439.0900187683105,3443.1201171875,-0.0027012476651350203,0.004727334073110212,-0.0029067131771190373,0.004727334073110212,0.06080344845674796,0.024405248969126325,,,,,,,,,
2020-10-21,3362.3650363159177,3435.56005859375,-0.022309675534422757,-0.0021956999281005363,-0.02235382090037735,-0.0021956999281005363,0.038449627556370616,0.02220954904102579,,,,,,,,,
2020-10-22,3389.2250118637085,3453.489990234375,0.007988417455476737,0.005218925396392127,0.007791031328938344,0.005218925396392127,0.04624065888530896,0.027428474437417916,,,,,,,,,
2020-10-23,3372.6099882125854,3465.389892578125,-0.004902307634625402,0.003445761353703114,-0.0048039640870450465,0.003445761353703114,0.041436694798263916,0.03087423579112103,,,,,,,,,
2020-10-26,3263.26998210907,3400.969970703125,-0.03241999711963828,-0.018589516294535646,-0.0327326805022776,-0.018589516294535646,0.008704014295986315,0.012284719496585383,,,,,,,,,
2020-10-27,3207.500010261536,3390.679931640625,-0.017090210786509852,-0.0030256189119989285,-0.016892461775624174,-0.0030256189119989285,-0.008188447479637859,0.009259100584586455,,,,,,,,,
2020-10-28,3124.339990196228,3271.030029296875,-0.02592674038948084,-0.035287878760604796,-0.026103643188708104,-0.035287878760604796,-0.03429209066834596,-0.02602877817601834,0.014435761964474552,0.013251933522472352,-1.8082622346466664,-2.6628475535863765,-1.8082622346466664,-2.6628475535863765,0.774600510007104,-0.03369949135260537,-0.03369949135260537
2020-10-29,3153.370022125244,3310.110107421875,0.00929157262657343,0.011947330894238384,0.009606945094341466,0.011947330894238384,-0.024685145574004495,-0.014081447281779957,0.014024069663862684,0.013507291452793146,0.6850326135427511,0.8845097432000565,-1.1232296211039152,-1.7783378103863199,0.7540715224503431,0.012740097999091458,-0.02095939335351391
2020-10-30,3091.7999910736085,3269.9599609375,-0.01952515265244381,-0.012129550130175693,-0.019766925247243095,-0.012129550130175693,-0.044452070821247594,-0.02621099741195565,0.01457031555843566,0.01360459741115915,-1.3566573193261278,-0.8915772928514921,-2.4798869404300428,-2.669915103237812,0.7992613464230477,-0.02473149156493863,-0.04569088491845254
2020-11-02,3148.8600047683717,3310.239990234375,0.01845527325813512,0.01231820260127181,0.01877091082407418,0.01231820260127181,-0.025681159997173415,-0.01389279481068384,0.014802075195918911,0.013241361268896799,1.2681269737941554,0.9302821931311975,-1.2117599666358874,-1.7396329101066146,0.8255363615201566,0.0227378365133537,-0.022953048405098837
2020-11-03,3229.499980392456,3369.159912109375,0.025609260336111994,0.01779929009643455,0.02543226175594151,0.01779929009643455,-0.00024889824123190685,0.003906495285750711,0.01608893003868221,0.013553114139590558,1.5807304584453632,1.3132989151504535,0.36897049180947583,-0.4263339949561611,0.9273564653857891,0.027424472363344603,0.004471423958245766
2020-11-04,3239.9400260162356,3443.43994140625,0.0032327127069717854,0.02204704770168342,0.0031460119787783975,0.02204704770168342,0.0028971137375464907,0.02595354298743413,0.014932136581960808,0.013898969483697728,0.21068732940596235,1.5862361398478264,0.5796578212154382,1.1599021448916653,0.7879675387933361,0.0039925654597346505,0.008463989417980416
2020-11-05,3352.990006866455,3510.449951171875,0.03489261527758081,0.01946019413896294,0.034855672159612924,0.01946019413896294,0.03775278589715941,0.04541373712639707,0.01700274911621373,0.014451922162800054,2.0500021450281087,1.346547118075021,2.6296599662435467,2.5064492629666866,0.8848220433395351,0.03939286144822871,0.047856850866209125
2020-11-06,3263.7300106811526,3509.43994140625,-0.026621014677201682,-0.00028771518741854685,-0.026972259274935826,-0.00028771518741854685,0.010780526622223587,0.04512602193897852,0.017962495594777132,0.014336857493466483,-1.5015875234384704,-0.020068218404881467,1.1280724428050763,2.486381044561805,0.9048765141774642,-0.029807668618135923,0.0180491822480732
2020-11-09,3716.420022239685,3550.5,0.13870326591875592,0.01169988923568721,0.051552907100403465,0.01169988923568721,0.06233343372262705,0.05682591117466573,0.021614044761585155,0.014099174606998267,2.3851577837031654,0.8298279553102246,3.5132302265082416,3.3162089998720297,1.0673671186563418,0.04829913363389064,0.06634831588196384
2020-11-10,3745.9600080871583,3545.530029296875,0.007948505731510735,-0.0013997945931910616,0.007836570052144358,-0.0013997945931910616,0.07017000377477141,0.05542611658147467,0.021671590061714572,0.014020170953036142,0.3616056795937916,-0.09984147824445241,3.874835906102033,3.216367521627577,1.0820752657701687,0.007242167250322155,0.073590483132286
2020-11-11,3766.9500273895264,3572.659912109375,0.005603375171398639,0.007651855318760337,0.005476757080099743,0.007651855318760337,0.07564676085487115,0.06307797190023501,0.02160111220716774,0.013998041055732697,0.2535405134501561,0.5466375822370252,4.128376419552189,3.7630051038646024,1.0760209682401058,0.005089823750421234,0.07868030688270723
2020-11-12,3709.880013656616,3537.010009765625,-0.0151501913532045,-0.009978532303877019,-0.015374900330139205,-0.009978532303877019,0.06027186052473195,0.05309943959635799,0.021886528519250478,0.014213269499635089,-0.7024823656531954,-0.7020574895968311,3.4258940538989933,3.0609476142677714,1.0866905078351428,-0.014148370874029634,0.0645319360086776
2020-11-13,3793.84000579834,3585.14990234375,0.022631457576162806,0.013610335409063534,0.02280393226040822,0.013610335409063534,0.08307579278514017,0.06670977500542152,0.02242352082716002,0.014493653268524705,1.0169648395620117,0.9390548508995011,4.442858893461005,4.000002465167272,1.115370774506128,0.020445158490462967,0.08497709449914057
2020-11-16,3803.369988746643,3626.909912109375,0.0025119622687665988,0.011648051240012336,0.0021488576113472477,0.011648051240012336,0.08522465039648741,0.07835782624543386,0.022421305541488027,0.01402109400259861,0.09583998609586028,0.8307519540096896,4.538698879556865,4.830754419176961,1.2030962292050733,0.0017861061810218383,0.0867632006801624
2020-11-17,3878.199997291565,3609.530029296875,0.019674659253853255,-0.004791925698091615,0.019591095695695088,-0.004791925698091615,0.1048157460921825,0.07356590054734224,0.022772600682159413,0.01411824770072351,0.8602924175912507,-0.339413629769794,5.3989912971481155,4.491340789407167,1.153536650041395,0.01698350520114992,0.10374670588131232
2020-11-18,3858.939969787598,3567.7900390625,-0.004966228538347162,-0.011563829610944043,-0.005019896630081907,-0.011563829610944043,0.09979584946210059,0.0620020709363982,0.022109092816418756,0.014432676275469396,-0.22705122601656494,-0.8012255932462499,5.171940071131551,3.6901151961609173,1.1025830678492408,-0.004552851187778526,0.0991938546935338
2020-11-19,3905.900030899048,3581.8701171875,0.012169160826317471,0.003946442467421596,0.012208053753199142,0.003946442467421596,0.11200390321529972,0.0659485134038198,0.022180707426990076,0.01442049079512614,0.5503906398559704,0.27366908127394807,5.722330710987521,3.9637842774348653,1.105184637167174,0.011046166715175311,0.11024002140870912
2020-11-20,3211.0400489044187,3557.5400390625,-0.17790009383181493,-0.006792562915180156,-0.008614295517459888,-0.006792562915180156,0.10338960769783984,0.05915595048863964,0.02227005532334089,0.014544890730915404,-0.38681069231253246,-0.46700680265286915,5.3355200186749885,3.496777474781996,1.1147519703362154,-0.007727544554024667,0.10251247685468445
2020-11-23,3293.8599768447875,3577.590087890625,0.02579224384592349,0.005635930617216234,0.02577171005659259,0.005635930617216234,0.12916131775443243,0.06479188110585588,0.021129070342687652,0.013779961323119786,1.2197275904053992,0.40899466152784947,6.5552476090803875,3.905772136309846,1.0501787784314973,0.024540307408500606,0.12705278426318506
2020-11-24,3347.5700035858154,3635.409912109375,0.016306105031361096,0.016161668273416252,0.016267603190656715,0.016161668273416252,0.14542892094508914,0.08095354937927213,0.02052877006832305,0.014031449451444841,0.7924295092455862,1.1518174461835131,7.347677118325974,5.0575895824933585,1.0068213069829925,0.016157388682410463,0.14321017294559552
2020-11-25,3241.940035972595,3629.64990234375,-0.03155422216714587,-0.001584418237524976,0.010247038995469653,-0.001584418237524976,0.1556759599405588,0.07936913114174715,0.01892686897087714,0.010759560324512718,0.5414016978316286,-0.14725678278092014,7.889078816157602,4.910332799712439,1.081314138517463,0.009476468151539078,0.1526866410971346
2020-11-27,3280.3300121307375,3638.35009765625,0.011841667560833047,0.002396979198154181,0.01152229251831102,0.002396979198154181,0.16719825245886982,0.08176611033990133,0.018932292008464163,0.010659069951196289,0.6086052609562375,0.22487695541252764,8.49768407711384,5.135209755124967,1.0991932604832586,0.010482499240620584,0.16316914033775518
2020-11-30,3911.600001411438,3621.6298828125,0.19244100043173984,-0.004595548640170977,-0.006195095963565347,-0.004595548640170977,0.16100315649530447,0.07717056169973036,0.018047042641380583,0.010150559046292331,-0.34327485597891993,-0.4527384766900677,8.15440922113492,4.682471278434899,1.0313921471934653,-0.006006537843460321,0.15716260249429487
2020-12-01,3987.8400205612184,3662.449951171875,0.01949075036360326,0.011271187194776155,0.01942572910577577,0.011271187194776155,0.18042888560108025,0.08844174889450651,0.01806385755966448,0.010114382859643245,1.0753920662634247,1.1143722114523271,9.229801287398343,5.796843489887226,1.0362790185667874,0.018745655135083483,0.17590825762937834
2020-12-02,3973.4700271606443,3669.010009765625,-0.0036034528282183897,0.0017911667548251575,-0.0033754797913581698,0.0017911667548251575,0.1770534058097221,0.09023291564933167,0.01794232304433337,0.009682086066904572,-0.18812947370403243,0.1849980203076015,9.041671813694311,5.981841510194827,1.0357697959289554,-0.0032589092717564606,0.17264934835762188
2020-12-03,4170.0100134277345,3666.719970703125,0.049463059976202484,-0.000624157213091503,0.017960306364892303,-0.000624157213091503,0.19501371217461438,0.08960875843624017,0.0179994932136328,0.008782289299152446,0.9978228915517011,-0.07106999004823704,10.039494705246012,5.91077152014659,1.3088769553040005,0.013721921141717124,0.18637126949933902
2020-12-04,4234.700010604858,3699.1201171875,0.015513151519736645,0.008836275129611826,0.01515274009390832,0.008836275129611826,0.2101664522685227,0.09844503356585199,0.017059426728552943,0.00803547236411755,0.8882326666081143,1.0996584555589122,10.927727371854127,7.010429975705502,1.245489626164007,0.012166090969844013,0.19853736046918302
2020-12-07,4278.790037612915,3691.9599609375,0.010411605756639908,-0.0019356376714373402,0.008366405707750988,-0.0019356376714373402,0.2185328579762737,0.09650939589441465,0.014868233177042835,0.0080755471820204,0.5627034233407816,-0.23969120950056394,11.490430795194909,6.770738766204938,1.1520181094300048,0.0072623907899247485,0.20579975125910777
